0	-5.264446	4.489083	-1.539275e+02	-1.539275e+02
1	-5.264446	4.489083	-1.539275e+02	-1.816375e+02
2	-5.219997	4.227950	-1.466118e+02	-1.466118e+02
3	-5.219997	4.227950	-1.466118e+02	-1.782167e+02
4	-5.219997	4.227950	-1.466118e+02	-1.753264e+02
5	-5.108753	4.858033	-1.175413e+02	-1.175413e+02
6	-5.108753	4.858033	-1.175413e+02	-1.364311e+02
7	-5.108753	4.858033	-1.175413e+02	-1.529999e+02
8	-5.104177	5.202620	-1.153049e+02	-1.153049e+02
9	-4.985100	5.525164	-8.992475e+01	-8.992475e+01
10	-4.857828	5.698973	-6.430493e+01	-6.430493e+01
11	-4.628676	6.446747	-2.106483e+01	-2.106483e+01
12	-4.628676	6.446747	-2.106483e+01	-4.963206e+01
13	-4.607756	6.661523	-1.731822e+01	-1.731822e+01
14	-4.583411	7.260051	-1.297316e+01	-1.297316e+01
15	-4.583411	7.260051	-1.297316e+01	-4.965813e+01
16	-4.583411	7.260051	-1.297316e+01	-5.212363e+01
17	-4.583411	7.260051	-1.297316e+01	-1.659993e+01
18	-4.411309	7.049952	1.523921e+01	1.523921e+01
19	-4.411309	7.049952	1.523921e+01	2.983736e+00
20	-4.411309	7.049952	1.523921e+01	8.784359e+00
21	-4.411309	7.049952	1.523921e+01	-2.816407e+01
22	-4.245907	6.584361	3.925964e+01	3.925964e+01
23	-4.231217	7.364611	4.131280e+01	4.131280e+01
24	-4.073728	7.530854	6.086424e+01	6.086424e+01
25	-4.073728	7.530854	6.086424e+01	5.288806e+01
26	-4.063707	7.590111	6.200468e+01	6.200468e+01
27	-3.893828	6.760310	7.936168e+01	7.936168e+01
28	-3.870143	6.818380	8.150495e+01	8.150495e+01
29	-3.737168	6.560623	9.225459e+01	9.225459e+01
30	-3.737168	6.560623	9.225459e+01	8.425612e+01
31	-3.725155	6.544038	9.312270e+01	9.312270e+01
32	-3.655400	7.378525	9.785061e+01	9.785061e+01
33	-3.613931	7.413878	1.003891e+02	1.003891e+02
34	-3.613931	7.413878	1.003891e+02	9.862753e+01
35	-3.529784	6.360872	1.049499e+02	1.049499e+02
36	-3.529784	6.360872	1.049499e+02	1.020394e+02
37	-3.529784	6.360872	1.049499e+02	9.382340e+01
38	-3.544193	6.262555	1.042195e+02	1.042195e+02
39	-3.544193	6.262555	1.042195e+02	9.938704e+01
40	-3.512130	6.388143	1.058134e+02	1.058134e+02
41	-3.512130	6.388143	1.058134e+02	1.015017e+02
42	-3.512130	6.388143	1.058134e+02	9.676005e+01
43	-3.355461	6.938210	1.120655e+02	1.120655e+02
44	-3.339808	6.449856	1.125585e+02	1.125585e+02
45	-3.339808	6.449856	1.125585e+02	1.084644e+02
46	-3.339808	6.449856	1.125585e+02	1.115737e+02
47	-3.326467	5.577582	1.129697e+02	1.129697e+02
48	-3.238020	5.617252	1.152074e+02	1.152074e+02
49	-3.123581	6.016524	1.170488e+02	1.170488e+02
50	-3.138032	5.322115	1.169098e+02	1.169098e+02
51	-3.138032	5.322115	1.169098e+02	1.134584e+02
52	-3.138032	5.322115	1.169098e+02	1.156448e+02
53	-3.040970	5.138979	1.177636e+02	1.177636e+02
54	-2.832498	4.629969	1.172476e+02	1.172476e+02
55	-3.017033	5.102020	1.178595e+02	1.178595e+02
56	-3.024424	5.187911	1.178267e+02	1.178267e+02
57	-3.024424	5.187911	1.178267e+02	1.163498e+02
58	-3.024424	5.187911	1.178267e+02	1.159856e+02
59	-3.049663	5.703331	1.176764e+02	1.176764e+02
60	-3.049663	5.703331	1.176764e+02	1.123554e+02
61	-3.092469	6.292083	1.173523e+02	1.173523e+02
62	-3.092469	6.292083	1.173523e+02	1.141742e+02
63	-3.092469	6.292083	1.173523e+02	1.167726e+02
64	-3.099152	6.668633	1.172840e+02	1.172840e+02
65	-3.099152	6.668633	1.172840e+02	1.156371e+02
66	-2.920146	6.263387	1.177073e+02	1.177073e+02
67	-3.019213	5.393517	1.178250e+02	1.178250e+02
68	-3.019213	5.393517	1.178250e+02	1.177840e+02
69	-3.051429	5.844660	1.176597e+02	1.176597e+02
70	-3.075759	5.996675	1.174965e+02	1.174965e+02
71	-2.973901	6.453707	1.178302e+02	1.178302e+02
72	-2.941867	6.546814	1.177757e+02	1.177757e+02
73	-2.953800	6.295312	1.178112e+02	1.178112e+02
74	-3.027446	5.799942	1.177711e+02	1.177711e+02
75	-2.947675	5.405225	1.178488e+02	1.178488e+02
76	-3.014079	6.290447	1.177928e+02	1.177928e+02
77	-2.986868	5.776527	1.178567e+02	1.178567e+02
78	-2.986868	5.776527	1.178567e+02	1.174862e+02
79	-2.972790	5.313396	1.178917e+02	1.178917e+02
80	-2.987343	5.413022	1.178815e+02	1.178815e+02
81	-2.983970	4.665891	1.179808e+02	1.179808e+02
82	-2.911446	5.275084	1.177321e+02	1.177321e+02
83	-2.878840	4.039546	1.178302e+02	1.178302e+02
84	-2.878840	4.039546	1.178302e+02	1.162038e+02
85	-2.872746	3.065109	1.184119e+02	1.184119e+02
86	-2.741439	2.319135	1.179382e+02	1.179382e+02
87	-2.877055	3.233952	1.183022e+02	1.183022e+02
88	-3.044696	2.579186	1.183231e+02	1.183231e+02
89	-3.095713	2.984529	1.178548e+02	1.178548e+02
90	-2.943168	2.690021	1.188519e+02	1.188519e+02
91	-2.944672	2.956825	1.187167e+02	1.187167e+02
92	-2.976553	3.422996	1.184328e+02	1.184328e+02
93	-2.976553	3.422996	1.184328e+02	1.158509e+02
94	-2.976553	3.422996	1.184328e+02	1.178250e+02
95	-2.793677	3.408686	1.174154e+02	1.174154e+02
96	-2.793677	3.408686	1.174154e+02	1.151360e+02
97	-2.793677	3.408686	1.174154e+02	1.166311e+02
98	-2.871058	3.085079	1.183854e+02	1.183854e+02
99	-2.871058	3.085079	1.183854e+02	1.180421e+02
100	-2.871058	3.085079	1.183854e+02	1.176810e+02
101	-2.843430	2.905914	1.183538e+02	1.183538e+02
102	-2.843430	2.905914	1.183538e+02	1.119648e+02
103	-2.755691	3.354185	1.169690e+02	1.169690e+02
104	-2.755691	3.354185	1.169690e+02	1.156802e+02
105	-2.755691	3.354185	1.169690e+02	1.138711e+02
106	-2.755691	3.354185	1.169690e+02	1.166109e+02
107	-2.686246	3.380487	1.158171e+02	1.158171e+02
108	-2.799222	3.862089	1.171720e+02	1.171720e+02
109	-2.798647	2.743316	1.181206e+02	1.181206e+02
110	-2.798647	2.743316	1.181206e+02	1.171810e+02
111	-2.845824	2.655688	1.185905e+02	1.185905e+02
112	-2.845824	2.655688	1.185905e+02	1.176987e+02
113	-2.845824	2.655688	1.185905e+02	1.168537e+02
114	-2.962454	3.082873	1.186389e+02	1.186389e+02
115	-2.962454	3.082873	1.186389e+02	1.184223e+02
116	-2.984699	3.981879	1.181677e+02	1.181677e+02
117	-2.910167	4.335385	1.179039e+02	1.179039e+02
118	-3.042854	4.536680	1.178419e+02	1.178419e+02
119	-2.879423	4.914185	1.175911e+02	1.175911e+02
120	-2.797045	4.396384	1.169168e+02	1.169168e+02
121	-2.807146	5.068325	1.168861e+02	1.168861e+02
122	-2.786137	4.842264	1.166647e+02	1.166647e+02
123	-2.794962	5.437639	1.166917e+02	1.166917e+02
124	-2.794962	5.437639	1.166917e+02	1.159437e+02
125	-2.786711	5.350854	1.165951e+02	1.165951e+02
126	-2.786711	5.350854	1.165951e+02	1.126255e+02
127	-2.942216	4.699118	1.179316e+02	1.179316e+02
128	-2.942216	4.699118	1.179316e+02	1.161983e+02
129	-2.974053	3.337320	1.184825e+02	1.184825e+02
130	-2.909721	3.285351	1.184233e+02	1.184233e+02
