0	-3.114474	6.034905	1.666667	-1.386294	-1.386294	-1.386294	-1.386294	2.302585	-2.965744e+02
1	-3.114474	6.034905	1.666667	-1.386294	-1.386294	-1.386294	-1.386294	2.302585	-2.965744e+02
2	-3.114474	6.034905	1.666667	-1.386294	-1.386294	-1.386294	-1.386294	2.302585	-2.965744e+02
3	-3.114474	6.034905	1.666667	-1.386294	-1.386294	-1.386294	-1.386294	2.302585	-2.965744e+02
4	-3.114474	6.034905	1.666667	-1.386294	-1.386294	-1.386294	-1.386294	2.302585	-2.965744e+02
5	-3.114474	6.034905	1.666667	-1.386294	-1.386294	-1.386294	-1.386294	2.302585	-2.965744e+02
6	-3.114474	6.034905	1.666667	-1.386294	-1.386294	-1.386294	-1.386294	2.302585	-2.965744e+02
7	-3.128731	6.040339	1.668933	-1.427687	-1.237521	-1.455277	-1.522787	2.206913	-2.844303e+02
8	-3.114255	6.046638	1.667734	-1.444014	-1.212827	-1.512294	-1.410457	2.110128	-2.721476e+02
9	-3.103706	6.046953	1.662373	-1.335128	-1.181463	-1.579383	-1.130090	2.122957	-2.737771e+02
10	-3.103706	6.046953	1.662373	-1.335128	-1.181463	-1.579383	-1.130090	2.122957	-2.737771e+02
11	-3.103706	6.046953	1.662373	-1.335128	-1.181463	-1.579383	-1.130090	2.122957	-2.737771e+02
12	-3.100999	6.045020	1.661263	-1.493056	-1.022116	-1.676720	-1.046708	2.056972	-2.654041e+02
13	-3.101536	6.045783	1.662578	-1.545043	-0.807660	-1.618323	-0.954003	2.003989	-2.586830e+02
14	-3.101536	6.045783	1.662578	-1.545043	-0.807660	-1.618323	-0.954003	2.003989	-2.586830e+02
15	-3.107672	6.030385	1.674626	-1.539973	-0.950147	-1.686429	-1.005626	1.961907	-2.533423e+02
16	-3.107672	6.030385	1.674626	-1.539973	-0.950147	-1.686429	-1.005626	1.961907	-2.533423e+02
17	-3.107672	6.030385	1.674626	-1.539973	-0.950147	-1.686429	-1.005626	1.961907	-2.533423e+02
18	-3.107672	6.030385	1.674626	-1.539973	-0.950147	-1.686429	-1.005626	1.961907	-2.533423e+02
19	-3.107672	6.030385	1.674626	-1.539973	-0.950147	-1.686429	-1.005626	1.961907	-2.533423e+02
20	-3.107672	6.030385	1.674626	-1.539973	-0.950147	-1.686429	-1.005626	1.961907	-2.533423e+02
21	-3.089695	6.025518	1.691226	-1.466175	-0.919526	-1.807133	-1.236438	1.860585	-2.404893e+02
22	-3.089695	6.025518	1.691226	-1.466175	-0.919526	-1.807133	-1.236438	1.860585	-2.404893e+02
23	-3.089695	6.025518	1.691226	-1.466175	-0.919526	-1.807133	-1.236438	1.860585	-2.404893e+02
24	-3.100565	6.021186	1.683767	-1.339616	-0.842707	-1.830316	-1.298004	1.664941	-2.156805e+02
25	-3.094443	6.012485	1.690320	-1.386011	-0.732418	-1.913269	-1.346360	1.494137	-1.940370e+02
26	-3.094443	6.012485	1.690320	-1.386011	-0.732418	-1.913269	-1.346360	1.494137	-1.940370e+02
27	-3.094443	6.012485	1.690320	-1.386011	-0.732418	-1.913269	-1.346360	1.494137	-1.940370e+02
28	-3.094511	6.016713	1.693022	-1.384067	-0.594339	-1.893184	-1.424352	1.490747	-1.936098e+02
29	-3.097865	6.023261	1.703148	-1.381021	-0.557455	-1.875683	-1.399408	1.417905	-1.843856e+02
30	-3.101693	6.017464	1.705702	-1.159981	-0.620759	-1.965696	-1.540813	1.365440	-1.777420e+02
31	-3.101693	6.017464	1.705702	-1.159981	-0.620759	-1.965696	-1.540813	1.365440	-1.777420e+02
32	-3.100699	6.001448	1.695123	-1.119863	-0.399396	-1.965105	-1.351160	1.353529	-1.762442e+02
33	-3.118560	5.989581	1.713753	-1.264798	-0.441357	-2.009543	-1.220534	1.233306	-1.610281e+02
34	-3.137409	5.983827	1.705207	-1.367366	-0.377855	-2.107360	-1.269261	1.237838	-1.615962e+02
35	-3.137409	5.983827	1.705207	-1.367366	-0.377855	-2.107360	-1.269261	1.237838	-1.615962e+02
36	-3.137912	5.994215	1.707252	-1.276584	-0.340604	-2.226317	-1.230901	1.041747	-1.368201e+02
37	-3.137912	5.994215	1.707252	-1.276584	-0.340604	-2.226317	-1.230901	1.041747	-1.368201e+02
38	-3.137912	5.994215	1.707252	-1.276584	-0.340604	-2.226317	-1.230901	1.041747	-1.368201e+02
39	-3.137912	5.994215	1.707252	-1.276584	-0.340604	-2.226317	-1.230901	1.041747	-1.368201e+02
40	-3.144170	5.980778	1.710968	-1.359248	-0.393887	-2.213526	-1.166972	0.969207	-1.276593e+02
41	-3.144170	5.980778	1.710968	-1.359248	-0.393887	-2.213526	-1.166972	0.969207	-1.276593e+02
42	-3.138471	5.984512	1.717182	-1.326807	-0.305506	-2.172149	-1.171089	0.860262	-1.139347e+02
43	-3.138471	5.984512	1.717182	-1.326807	-0.305506	-2.172149	-1.171089	0.860262	-1.139347e+02
44	-3.138471	5.984512	1.717182	-1.326807	-0.305506	-2.172149	-1.171089	0.860262	-1.139347e+02
45	-3.138471	5.984512	1.717182	-1.326807	-0.305506	-2.172149	-1.171089	0.860262	-1.139347e+02
46	-3.137246	5.984252	1.721041	-1.224968	-0.133223	-2.122006	-1.244328	0.724036	-9.681432e+01
47	-3.121625	5.999456	1.728606	-1.244631	-0.110552	-2.179668	-1.120560	0.646391	-8.707860e+01
48	-3.121625	5.999456	1.728606	-1.244631	-0.110552	-2.179668	-1.120560	0.646391	-8.707860e+01
49	-3.119100	5.988049	1.719411	-1.103445	-0.029889	-2.113734	-1.189321	0.540360	-7.380989e+01
